l,Dl_Planck,Dl_H73_Tension,Dl_TRXT_Fixed
2288,96161173.63097918,93358093.75393234,95867315.29353887
2289,96150435.44723421,93380904.68110977,95859812.18993123
2290,96141683.66456768,93403488.50859262,95854319.23902981
2291,96134351.7569798,93425257.22328083,95849927.1410029
2292,96129114.1181977,93446863.24924879,95847510.07366563
2293,96125403.90196149,93467717.3013864,95846808.14446077
2294,96123274.84122758,93487850.2163781,95847754.86073512
2295,96122780.94766064,93507292.66228814,95849913.88833942
2296,96123352.95675038,93525451.59200183,95853664.40532966
2297,96125667.73756026,93542979.65945859,95859183.037583
2298,96129155.28418905,93559282.21570472,95866061.6990749
2299,96134493.8112089,93575012.40699409,95873743.76444134
2300,96140486.71363713,93588948.13547681,95882958.16825292
2301,96147811.78670283,93601752.73426922,95893677.99258894
2302,96156522.3505461,93613510.53825453,95905755.19398221
2303,96165417.06406523,93623062.46283588,95918827.48425409
2304,96176429.45379998,93632384.089595,95932725.071657
2305,96187728.99234706,93639686.7363627,95947866.14126176
2306,96199994.25871067,93645690.60757194,95964143.76289366
2307,96213276.30496472,93650488.14938408,95981357.80520394
2308,96226995.89683996,93653541.27732928,95999544.92908111
2309,96241201.93657573,93654939.78494757,96018741.79631966
2310,96256574.16243546,93655404.0279882,96038651.761818
2311,96272530.80019073,93654392.55964571,96059032.51268786
2312,96288487.53656901,93651361.08701392,96080233.0985692
2313,96305123.05092867,93647027.98521566,96101979.6615657
2314,96322484.48853336,93641479.75278676,96123984.16202901
2315,96339984.70858623,93634168.2416857,96146600.12578364
2316,96357668.37188666,93625176.72701024,96169862.81886905
2317,96375579.69718347,93614587.64571562,96193542.39167541
2318,96393762.45128866,93602482.56962205,96217323.45655893
2319,96411623.87703866,93588306.11702177,96240994.28945914
2320,96429841.78500187,93572773.02900441,96264688.72867537
2321,96447821.38852493,93555324.99031146,96288750.9012945
2322,96465602.9483528,93536038.26116545,96312648.03115141
2323,96483864.51835448,93515626.4118082,96336608.90311702
2324,96501369.45750672,93492887.8250948,96360254.54385267
2325,96518794.34900033,93468533.60818936,96383617.29953538
2326,96535537.70476468,93441996.29182655,96406729.4951238
2327,96552276.31349537,93413986.17537743,96429457.08192211
2328,96568406.71200284,93383932.79767455,96451533.9201943
2329,96584605.93557517,93352545.68940869,96473309.40410928
2330,96599626.47769628,93318609.33753856,96494339.83843644
2331,96614144.01591182,93282830.91858463,96514655.51474336
2332,96628192.83365415,93245275.7306782,96534170.28347188
2333,96641806.84396242,93206008.23033682,96552512.90722337
2334,96654375.28498384,93164447.74386641,96570133.28819723
2335,96665929.7127794,93120655.47890393,96586618.31737141
2336,96676501.35102126,93074691.89565443,96602382.83400904
2337,96686767.07803525,93027262.71822013,96616422.97473353
2338,96695466.09063089,92977135.62538484,96629339.72250566
2339,96703274.10590594,92925014.48193704,96641125.92028032
2340,96710221.12772454,92870957.13710786,96650817.71780138
2341,96715688.68840355,92814372.70051071,96660207.90766399
2342,96720353.30961387,92755965.03942354,96667596.57178709
2343,96723594.86135006,92695141.17608054,96673687.42111704
2344,96725440.57236531,92631955.33816566,96678562.25324665
2345,96725917.39499395,92566461.36520916,96681681.08535378
2346,96725702.96079321,92499363.70708287,96683144.94438207
2347,96723522.29396476,92429414.18130562,96683656.55727799
2348,96720051.8921903,92357316.09853154,96682715.38759966
2349,96714664.91991007,92282469.50098185,96679786.29424398
2350,96708038.36139719,92205578.36089447,96675502.58704275
2351,96700197.32559201,92126695.25089562,96669996.23460318
2352,96690512.1663043,92045219.47201622,96662785.64920935
2353,96679005.45886011,91961203.1178398,96653885.24981573
2354,96665699.3795716,91874698.17773956,96643376.20645934
2355,96651271.64183588,91786412.5152324,96631338.85606469
2356,96634432.17689012,91695086.5895316,96617326.25734809
2357,96616514.2810881,91602084.64190163,96601822.71038368
2358,96596224.65807265,91506144.77494003,96584519.0068964
2359,96574897.76776715,91408633.33647396,96565360.23525368
2360,96551236.94807446,91308286.07374024,96544907.27151412
2361,96525918.37366356,91205812.12202708,96522432.94655609
2362,96498300.05766226,91100603.03341524,96498151.44516826
2363,96469057.92865656,90993368.87785831,96471849.84122922
2364,96437547.44113475,90883499.87460436,96443860.90193759
2365,96404444.11942725,90771706.95389748,96414011.1137177
2366,96369762.800679,90658041.01441061,96382590.11318433
2367,96332192.13602114,90541227.43551691,96349047.726365
2368,96293068.2867695,90422639.78119627,96313403.65450184
2369,96252403.38775612,90302328.26767974,96275958.17136884
2370,96208879.91019316,90179014.12725705,96236774.98629871
2371,96163834.4408979,90054073.38512984,96195541.33622263
2372,96116610.6079119,89926889.77942735,96152049.95762034
2373,96067880.76381584,89798176.43579537,96106360.62977389
2374,96016318.63072735,89666648.50068593,96058877.48188592
2375,95963260.89033565,89533684.71686524,96009290.91095136
2376,95908044.41669329,89398664.63905126,95957360.11839782
2377,95850002.64428037,89260964.98241074,95903463.8220784
2378,95790472.04953906,89121966.08235058,95847354.67531861
2379,95728784.1859874,88981043.90597042,95789037.66260111
2380,95665607.03386644,88838911.37640741,95728639.0909855
2381,95599598.00274286,88694271.34878801,95665847.6707419
2382,95531421.9961,88547834.64712793,95600716.57209331
2383,95461073.25712436,88399641.8817061,95533550.83896846
2384,95388544.766852,88249732.81840563,95464318.4712709
2385,95314501.02616794,88098819.1318502,95392484.50738148
2386,95237587.51927535,87945593.84029059,95318299.33488254
2387,95158465.69741347,87790766.26135992,95241593.17927498
2388,95077798.0481656,87635047.05437616,95162859.02803816
2389,94994898.04652454,87477798.14569122,95081959.31960419
2390,94909075.73013261,87318378.27982762,94998481.77784638
2391,94821666.22093736,87158171.51895742,94912477.60460947
2392,94732654.57887004,86997212.07662909,94824155.88475019
2393,94640670.18082272,86834178.67930184,94733770.99949911
2394,94547048.27554388,86670456.10657105,94640630.65053715
2395,94451092.33507524,86505397.53094856,94545572.39181681
2396,94353460.58259958,86339711.03728707,94447816.90301917
2397,94253453.44800195,86172747.07334216,94348288.66217838
2398,94151048.33395472,86004533.21444649,94246026.69721742
2399,94046902.4950252,85835777.04492842,94141561.34031819
2400,93940312.12721424,85665825.25378634,94034439.91714357
2401,93831252.17441578,85494694.14541203,93925236.38987173
2402,93721061.42395942,85323726.76978098,93813453.99107757
2403,93607667.64446811,85150845.8868918,93699751.2050194
2404,93493092.3974642,84978068.09024014,93584117.95305535
2405,93375942.97423615,84803995.76911056,93465377.68428732
2406,93256875.62287398,84629280.36476222,93344864.33197683
2407,93135863.15008934,84453890.00498645,93222622.483827
2408,93012192.11952376,84277106.7385678,93097344.16057868
2409,92887205.57551731,84100269.29841554,92970434.81126533
2410,92759502.95914687,83921973.0599391,92841295.37152722
2411,92630428.92879227,83743558.90665819,92710600.79020913
2412,92498580.05147387,83563619.9689983,92577159.7117805
2413,92365302.73530266,83383499.60629153,92442188.32721025
2414,92229880.02765562,83202478.25625212,92305213.92223164
2415,92092282.29992667,83020524.17241257,92165623.79471296
2416,91953170.12200399,82838296.35228823,92024572.27048218
2417,91811824.292241,82655074.62164074,91881681.537393
2418,91668906.21507157,82471520.06658068,91737473.55384433
2419,91523695.26033168,82286912.447154,91590974.79766907
2420,91377546.36935328,82102607.85705493,91442549.76198982
2421,91229045.98540634,81917194.70661685,91292360.97174576
2422,91078857.26704212,81731338.98721111,91140447.69939612
2423,90927645.52500337,81545709.7573025,90987364.99966747
2424,90773993.34929228,81358894.31634504,90832295.55826725
2425,90619260.69845164,81172258.3381776,90675436.60151988
2426,90462723.63503289,80985084.64751466,90517486.64871842
2427,90304352.40765518,80797351.33957742,90358196.86457016
2428,90144814.29689005,80609734.65976343,90196937.5679437
2429,89984080.81278537,80422216.23085858,90034435.2163415
2430,89821424.79704049,80234080.18052304,89871168.45566446
2431,89657514.44162089,80046007.18058912,89706306.86960177
2432,89492320.3585613,79857981.53270647,89540231.95252241
2433,89325812.79771349,79669988.39691244,89373076.71512187
2434,89158662.31303258,79482714.46358137,89205002.48031434
2435,88989437.50453149,79294745.69578333,89035928.69335246
2436,88819509.30757385,79107471.61366503,88865593.01054364
2437,88648145.48320238,78920179.77453433,88694389.51510963
2438,88476016.96349086,78733562.10266463,88522301.84603636
2439,88302389.25888295,78546906.27585377,88349027.04109164
2440,88127933.29116574,78360906.53250079,88175232.2357994
2441,87952616.92711045,78175555.17439026,88000615.47008806
2442,87776407.3780722,77990844.93067767,87825009.51322867
2443,87598565.28386198,77806063.0016288,87648888.9730795
2444,87420467.67261836,77622613.97412375,87471751.37534337
2445,87242081.37896286,77440493.19152616,87293957.71933565
2446,87061957.24836135,77258280.90619612,87115207.05251771
2447,86882181.76046601,77078093.84780665,86935568.00380172
2448,86701303.66564654,76898511.80209154,86755368.50277025
2449,86519285.03800943,76719528.6037656,86574171.8531012
2450,86337507.06299475,76542557.86217605,86392396.06589821
2451,86154512.70013727,76366165.95627451,86209514.23209585
2452,85971683.84834296,76191720.25958379,86026238.5062674
2453,85787559.56640509,76017735.9998545,85842053.06819765
2454,85603522.58727153,75845572.29763834,85657108.0953385
2455,85418821.06231506,75674453.84675346,85471711.96203782
2456,85234126.98875052,75505029.2791304,85285474.13850954
2457,85049400.04252854,75337234.93688704,85098749.53233853
2458,84863884.7115188,75170291.94695577,84911239.78311574
2459,84677537.75926596,75004133.62904088,84723777.17115644
2460,84491746.92308067,74840124.1411441,84535315.97442569
2461,84305755.14085737,74677482.65750475,84346511.62688999
2462,84118802.60882987,74515425.38158913,84157746.73319055
2463,83932996.80803397,74356035.53229453,83967954.23716109
2464,83746143.45933157,74197094.26358075,83778269.55364814
2465,83559634.3505276,74039968.46138206,83588045.36370839
2466,83372708.04057597,73883871.42307405,83397306.99426037
2467,83186040.30649696,73729453.28535314,83206684.19411746
2468,82999588.82133041,73576645.68903969,83016134.78451611
2469,82813311.30078088,73425379.91859894,82824980.24349111
2470,82626443.99898419,73274865.3968947,82633888.61099401
2471,82440387.50142579,73126475.48324105,82442850.48412804
2472,82254379.09259842,72979419.8523185,82251845.59388004
2473,82068377.38023989,72833629.13572142,82061549.7564519
2474,81882341.3739122,72689034.02376926,81870602.4947425
2475,81696955.05419278,72546289.86366917,81680284.38131882
2476,81511455.11110231,72404604.4324193,81489993.47618838
2477,81326527.83876742,72264634.87116206,81300321.385684
2478,81142136.283381,72126314.87771368,81110679.34128907
2479,80958244.21670963,71989578.72913171,80921615.20461808
2480,80774088.76165594,71853633.96039863,80733200.1545696
2481,80591089.5749811,71719870.603852,80545426.98716752
2482,80408486.07627966,71587498.47794156,80357696.8934551
2483,80226245.44881473,71456455.25037318,80171050.0197793
2484,80044335.83337316,71326679.69622177,79985731.81992733
2485,79863456.72517754,71198842.1604442,79800620.24154675
2486,79683580.03347813,71072885.68379018,79617054.1174559
2487,79503947.16441137,70948023.15205383,79434437.35456909
2488,79325262.48244062,70824930.82332876,79252420.77114624
2489,79146768.3312964,70702823.41352253,79072026.87898839
2490,78969172.37842856,70582381.50348407,78892629.56329127
2491,78793185.70912543,70464289.69324309,78714756.8516592
2492,78617319.36630724,70347033.1987257,78537826.68342154
2493,78442285.94272996,70231299.49705462,78362253.7290111
2494,78268433.57864642,70117412.37287615,78188002.26511614
2495,78095449.96314974,70005035.96336216,78015202.13758719
2496,77923538.60049954,69894351.06264289,77844056.49176721
2497,77752609.6632228,69785246.00695798,77674077.86042745
2498,77582795.39027448,69677832.0983478,77504911.73889643
2499,77414007.76049946,69572001.29671265,77337295.88092035
2500,77246381.08405724,69467868.82253945,77171402.53433685
2501,77079902.88430859,69365403.25236265,77006462.23905732
2502,76914635.20362131,69264645.44499028,76843173.64178343
2503,76750566.81407732,69165563.10155937,76681450.60027833
2504,76587761.23506619,69068199.55165252,76520831.9622179
2505,76426282.75448126,68972599.74595465,76361663.48041113
2506,76266047.81805536,68878661.60887045,76203814.24652277
2507,76107270.38851348,68786581.35286832,76047613.92722747
2508,75949867.91651116,68696259.39667983,75892995.14960195
2509,75793832.36565414,68607671.32988031,75739602.70734964
2510,75639304.96537234,68520942.59792444,75587486.08335604
2511,75486278.45970039,68436050.67605798,75437204.28975612
2512,75334820.35717173,68353048.23774725,75288232.10933399
2513,75184774.41314791,68271764.54944976,75140501.34313133
2514,75036357.69875263,68192402.4464548,74994173.53276129
2515,74889563.56304829,68114941.19705139,74849457.9173068
2516,74744310.44322181,68039285.21046275,74705987.57423875
2517,74600666.32190715,67965488.38839497,74564214.818552
2518,74458624.3281779,67893529.61749907,74424074.59308547
2519,74318252.51438212,67823462.43572098,74285331.10496859
2520,74179543.9215909,67755264.98614657,74147683.45527719
2521,74042491.43871634,67688914.76425828,74012056.25047918
2522,73907163.02521762,67624463.72940278,73877808.2270971
2523,73773476.15064058,67561812.63460751,73744878.27416193
2524,73641498.59231251,67501011.71696527,73613318.88732465
2525,73511298.23422961,67442110.39252137,73483689.12787895
2526,73382792.15628648,67385006.24569657,73355844.28028715
2527,73255972.64132366,67329670.94159341,73229164.18177342
2528,73130983.0925985,67276226.05463319,73104183.97541049
2529,73007664.79938263,67224489.7520417,72980237.80538443
2530,72886085.72176631,67174505.50403556,72857995.2313513
2531,72766238.3785378,67126239.90530573,72738041.47529864
2532,72648115.42845653,67079658.19878956,72618939.10231741
2533,72531709.73052049,67034724.28794799,72501361.5143498
2534,72417090.35313815,66991476.70800466,72385648.49585584
2535,72304098.92388174,66949724.94830239,72271458.85730024
2536,72192805.1891034,66909504.9954575,72158958.57452613
2537,72083279.61407298,66870851.92829077,72048040.42291492
2538,71975364.90613945,66833571.447267845,71938808.2529418
2539,71869132.65995568,66797696.53763435,71831164.91305993
2540,71764579.1184025,66763183.25993176,71725210.81671911
2541,71661701.31645776,66729986.935096584,71620925.92730439
2542,71560420.73536171,66697985.8513555,71518343.894532
2543,71460889.01973478,66667287.04533569,71417440.76354297
2544,71362953.14025152,66637691.539661705,71318249.84455502
2545,71266613.89623876,66609152.930977635,71220815.11907034
2546,71171949.92277367,66581701.492445804,71125059.08800018
2547,71078887.88215713,66555214.4699823,71031123.42619547
2548,70987355.49684215,66529569.22860198,70938965.88672179
2549,70897435.30014244,66504797.12440756,70848547.09038804
2550,70809057.66606307,66480776.66269178,70759957.30845968
